level,beam_id,element_tag,L,xloc,load_kN,k,s_m
L1,L1_V001,2001,1.9,0.013157895,0.442515871,0,0.025
L1,L1_V001,2001,1.9,0.039473684,0.457775039,1,0.075
L1,L1_V001,2001,1.9,0.065789474,0.473034207,2,0.125
L1,L1_V001,2001,1.9,0.092105263,0.488293375,3,0.175
L1,L1_V001,2001,1.9,0.118421053,0.503552543,4,0.225
L1,L1_V001,2001,1.9,0.144736842,0.503552543,5,0.275
L1,L1_V001,2001,1.9,0.171052632,0.473034207,6,0.325
L1,L1_V001,2001,1.9,0.197368421,0.473034207,7,0.375
L1,L1_V001,2001,1.9,0.223684211,0.457775039,8,0.425
L1,L1_V001,2001,1.9,0.25,0.442515871,9,0.475
L1,L1_V001,2001,1.9,0.276315789,0.427256703,10,0.525
L1,L1_V001,2001,1.9,0.302631579,0.411997535,11,0.575
L1,L1_V001,2001,1.9,0.328947368,0.396738367,12,0.625
L1,L1_V001,2001,1.9,0.355263158,0.381479199,13,0.675
L1,L1_V001,2001,1.9,0.381578947,0.366220031,14,0.725
L1,L1_V001,2001,1.9,0.407894737,0.350960863,15,0.775
L1,L1_V001,2001,1.9,0.434210526,0.335701695,16,0.825
L1,L1_V001,2001,1.9,0.460526316,0.320442527,17,0.875
L1,L1_V001,2001,1.9,0.486842105,0.305183359,18,0.925
L1,L1_V001,2001,1.9,0.513157895,0.289924191,19,0.975
L1,L1_V001,2001,1.9,0.539473684,0.274665023,20,1.025
L1,L1_V001,2001,1.9,0.565789474,0.259405856,21,1.075
L1,L1_V001,2001,1.9,0.592105263,0.244146688,22,1.125
L1,L1_V001,2001,1.9,0.618421053,0.22888752,23,1.175
L1,L1_V001,2001,1.9,0.644736842,0.213628352,24,1.225
L1,L1_V001,2001,1.9,0.671052632,0.198369184,25,1.275
L1,L1_V001,2001,1.9,0.697368421,0.183110016,26,1.325
L1,L1_V001,2001,1.9,0.723684211,0.167850848,27,1.375
L1,L1_V001,2001,1.9,0.75,0.15259168,28,1.425
L1,L1_V001,2001,1.9,0.776315789,0.137332512,29,1.475
L1,L1_V001,2001,1.9,0.802631579,0.122073344,30,1.525
L1,L1_V001,2001,1.9,0.828947368,0.106814176,31,1.575
L1,L1_V001,2001,1.9,0.855263158,0.091555008,32,1.625
L1,L1_V001,2001,1.9,0.881578947,0.07629584,33,1.675
L1,L1_V001,2001,1.9,0.907894737,0.061036672,34,1.725
L1,L1_V001,2001,1.9,0.934210526,0.045777504,35,1.775
L1,L1_V001,2001,1.9,0.960526316,0.030518336,36,1.825
L1,L1_V001,2001,1.9,0.986842105,0.015259168,37,1.875
L1,L1_V30_01,2081,1.85,0.013513514,0.457775109,0,0.025
L1,L1_V30_01,2081,1.85,0.040540541,0.473034279,1,0.075
L1,L1_V30_01,2081,1.85,0.067567568,0.48829345,2,0.125
L1,L1_V30_01,2081,1.85,0.094594595,0.50355262,3,0.175
L1,L1_V30_01,2081,1.85,0.121621622,0.48829345,4,0.225
L1,L1_V30_01,2081,1.85,0.148648649,0.473034279,5,0.275
L1,L1_V30_01,2081,1.85,0.175675676,0.457775109,6,0.325
L1,L1_V30_01,2081,1.85,0.202702703,0.442515939,7,0.375
L1,L1_V30_01,2081,1.85,0.22972973,0.427256768,8,0.425
L1,L1_V30_01,2081,1.85,0.256756757,0.411997598,9,0.475
L1,L1_V30_01,2081,1.85,0.283783784,0.396738428,10,0.525
L1,L1_V30_01,2081,1.85,0.310810811,0.381479258,11,0.575
L1,L1_V30_01,2081,1.85,0.337837838,0.366220087,12,0.625
L1,L1_V30_01,2081,1.85,0.364864865,0.350960917,13,0.675
L1,L1_V30_01,2081,1.85,0.391891892,0.335701747,14,0.725
L1,L1_V30_01,2081,1.85,0.418918919,0.320442576,15,0.775
L1,L1_V30_01,2081,1.85,0.445945946,0.305183406,16,0.825
L1,L1_V30_01,2081,1.85,0.472972973,0.289924236,17,0.875
L1,L1_V30_01,2081,1.85,0.5,0.274665065,18,0.925
L1,L1_V30_01,2081,1.85,0.527027027,0.259405895,19,0.975
L1,L1_V30_01,2081,1.85,0.554054054,0.244146725,20,1.025
L1,L1_V30_01,2081,1.85,0.581081081,0.228887555,21,1.075
L1,L1_V30_01,2081,1.85,0.608108108,0.213628384,22,1.125
L1,L1_V30_01,2081,1.85,0.635135135,0.198369214,23,1.175
L1,L1_V30_01,2081,1.85,0.662162162,0.183110044,24,1.225
L1,L1_V30_01,2081,1.85,0.689189189,0.167850873,25,1.275
L1,L1_V30_01,2081,1.85,0.716216216,0.152591703,26,1.325
L1,L1_V30_01,2081,1.85,0.743243243,0.137332533,27,1.375
L1,L1_V30_01,2081,1.85,0.77027027,0.122073362,28,1.425
L1,L1_V30_01,2081,1.85,0.797297297,0.106814192,29,1.475
L1,L1_V30_01,2081,1.85,0.824324324,0.091555022,30,1.525
L1,L1_V30_01,2081,1.85,0.851351351,0.076295851,31,1.575
L1,L1_V30_01,2081,1.85,0.878378378,0.061036681,32,1.625
L1,L1_V30_01,2081,1.85,0.905405405,0.045777511,33,1.675
L1,L1_V30_01,2081,1.85,0.932432432,0.030518341,34,1.725
L1,L1_V30_01,2081,1.85,0.959459459,0.01525917,35,1.775
L1,L1_V40_01,2097,2.44,0.0,0.518811628,0,0.0
L1,L1_V40_01,2097,2.44,0.020491803,0.518811628,1,0.05
L1,L1_V40_01,2097,2.44,0.040983607,0.518811628,2,0.1
L1,L1_V40_01,2097,2.44,0.06147541,0.518811628,3,0.15
L1,L1_V40_01,2097,2.44,0.081967213,0.518811628,4,0.2
L1,L1_V40_01,2097,2.44,0.102459016,0.518811628,5,0.25
L1,L1_V40_01,2097,2.44,0.12295082,0.518811628,6,0.3
L1,L1_V40_01,2097,2.44,0.143442623,0.518811628,7,0.35
L1,L1_V40_01,2097,2.44,0.163934426,0.518811628,8,0.4
L1,L1_V40_01,2097,2.44,0.18442623,0.518811628,9,0.45
L1,L1_V40_01,2097,2.44,0.204918033,0.518811628,10,0.5
L1,L1_V40_01,2097,2.44,0.225409836,0.518811628,11,0.55
L1,L1_V40_01,2097,2.44,0.245901639,0.518811628,12,0.6
L1,L1_V40_01,2097,2.44,0.266393443,0.518811628,13,0.65
L1,L1_V40_01,2097,2.44,0.286885246,0.518811628,14,0.7
L1,L1_V40_01,2097,2.44,0.307377049,0.518811628,15,0.75
L1,L1_V40_01,2097,2.44,0.327868852,0.503552463,16,0.8
L1,L1_V40_01,2097,2.44,0.348360656,0.488293297,17,0.85
L1,L1_V40_01,2097,2.44,0.368852459,0.473034132,18,0.9
L1,L1_V40_01,2097,2.44,0.389344262,0.457774966,19,0.95
L1,L1_V40_01,2097,2.44,0.409836066,0.457774966,20,1.0
L1,L1_V40_01,2097,2.44,0.430327869,0.457774966,21,1.05
L1,L1_V40_01,2097,2.44,0.450819672,0.457774966,22,1.1
L1,L1_V40_01,2097,2.44,0.471311475,0.457774966,23,1.15
L1,L1_V40_01,2097,2.44,0.491803279,0.457774966,24,1.2
L1,L1_V40_01,2097,2.44,0.512295082,0.457774966,25,1.25
L1,L1_V40_01,2097,2.44,0.532786885,0.457774966,26,1.3
L1,L1_V40_01,2097,2.44,0.553278689,0.457774966,27,1.35
L1,L1_V40_01,2097,2.44,0.573770492,0.457774966,28,1.4
L1,L1_V40_01,2097,2.44,0.594262295,0.457774966,29,1.45
L1,L1_V40_01,2097,2.44,0.614754098,0.457774966,30,1.5
L1,L1_V40_01,2097,2.44,0.635245902,0.457774966,31,1.55
L1,L1_V40_01,2097,2.44,0.655737705,0.457774966,32,1.6
L1,L1_V40_01,2097,2.44,0.676229508,0.457774966,33,1.65
L1,L1_V40_01,2097,2.44,0.696721311,0.457774966,34,1.7
L1,L1_V40_01,2097,2.44,0.717213115,0.457774966,35,1.75
L1,L1_V40_01,2097,2.44,0.737704918,0.457774966,36,1.8
L1,L1_V40_01,2097,2.44,0.758196721,0.457774966,37,1.85
L1,L1_V40_01,2097,2.44,0.778688525,0.457774966,38,1.9
L1,L1_V40_01,2097,2.44,0.799180328,0.457774966,39,1.95
L1,L1_V40_01,2097,2.44,0.819672131,0.457774966,40,2.0
L1,L1_V40_01,2097,2.44,0.840163934,0.457774966,41,2.05
L1,L1_V40_01,2097,2.44,0.860655738,0.457774966,42,2.1
L1,L1_V40_01,2097,2.44,0.881147541,0.457774966,43,2.15
L1,L1_V40_01,2097,2.44,0.901639344,0.457774966,44,2.2
L1,L1_V40_01,2097,2.44,0.922131148,0.457774966,45,2.25
L1,L1_V40_01,2097,2.44,0.942622951,0.457774966,46,2.3
L1,L1_V40_01,2097,2.44,0.963114754,0.457774966,47,2.35
L1,L1_V40_01,2097,2.44,0.983606557,0.457774966,48,2.4
L1,L1_V009,2009,4.265,0.017584994,0.015259166,1,0.075
L1,L1_V009,2009,4.265,0.029308324,0.030518333,2,0.125
L1,L1_V009,2009,4.265,0.041031653,0.045777499,3,0.175
L1,L1_V009,2009,4.265,0.052754982,0.061036666,4,0.225
L1,L1_V009,2009,4.265,0.064478312,0.076295832,5,0.275
L1,L1_V009,2009,4.265,0.076201641,0.091554999,6,0.325
L1,L1_V009,2009,4.265,0.087924971,0.106814165,7,0.375
L1,L1_V009,2009,4.265,0.0996483,0.122073332,8,0.425
L1,L1_V009,2009,4.265,0.11137163,0.137332498,9,0.475
L1,L1_V009,2009,4.265,0.123094959,0.152591665,10,0.525
L1,L1_V009,2009,4.265,0.134818288,0.167850831,11,0.575
L1,L1_V009,2009,4.265,0.146541618,0.183109998,12,0.625
L1,L1_V009,2009,4.265,0.158264947,0.198369164,13,0.675
L1,L1_V009,2009,4.265,0.169988277,0.213628331,14,0.725
L1,L1_V009,2009,4.265,0.181711606,0.228887497,15,0.775
L1,L1_V009,2009,4.265,0.193434936,0.244146664,16,0.825
L1,L1_V009,2009,4.265,0.205158265,0.25940583,17,0.875
L1,L1_V009,2009,4.265,0.216881594,0.274664996,18,0.925
L1,L1_V009,2009,4.265,0.228604924,0.289924163,19,0.975
L1,L1_V009,2009,4.265,0.240328253,0.305183329,20,1.025
L1,L1_V009,2009,4.265,0.252051583,0.320442496,21,1.075
L1,L1_V009,2009,4.265,0.263774912,0.335701662,22,1.125
L1,L1_V009,2009,4.265,0.275498242,0.350960829,23,1.175
L1,L1_V009,2009,4.265,0.287221571,0.366219995,24,1.225
L1,L1_V009,2009,4.265,0.2989449,0.381479162,25,1.275
L1,L1_V009,2009,4.265,0.31066823,0.396738328,26,1.325
L1,L1_V009,2009,4.265,0.322391559,0.411997495,27,1.375
L1,L1_V009,2009,4.265,0.334114889,0.427256661,28,1.425
L1,L1_V009,2009,4.265,0.345838218,0.442515828,29,1.475
L1,L1_V009,2009,4.265,0.357561547,0.457774994,30,1.525
L1,L1_V009,2009,4.265,0.369284877,0.488293327,31,1.575
L1,L1_V009,2009,4.265,0.381008206,0.488293327,32,1.625
L1,L1_V009,2009,4.265,0.392731536,0.503552494,33,1.675
L1,L1_V009,2009,4.265,0.404454865,0.503552494,34,1.725
L1,L1_V009,2009,4.265,0.416178195,0.503552494,35,1.775
L1,L1_V009,2009,4.265,0.427901524,0.503552494,36,1.825
L1,L1_V009,2009,4.265,0.439624853,0.503552494,37,1.875
L1,L1_V009,2009,4.265,0.451348183,0.503552494,38,1.925
L1,L1_V009,2009,4.265,0.463071512,0.503552494,39,1.975
L1,L1_V009,2009,4.265,0.474794842,0.503552494,40,2.025
L1,L1_V009,2009,4.265,0.486518171,0.503552494,41,2.075
L1,L1_V009,2009,4.265,0.498241501,0.503552494,42,2.125
L1,L1_V009,2009,4.265,0.50996483,0.503552494,43,2.175
L1,L1_V009,2009,4.265,0.521688159,0.503552494,44,2.225
L1,L1_V009,2009,4.265,0.533411489,0.503552494,45,2.275
L1,L1_V009,2009,4.265,0.545134818,0.503552494,46,2.325
L1,L1_V009,2009,4.265,0.556858148,0.503552494,47,2.375
L1,L1_V009,2009,4.265,0.568581477,0.503552494,48,2.425
L1,L1_V009,2009,4.265,0.580304807,0.503552494,49,2.475
L1,L1_V009,2009,4.265,0.592028136,0.503552494,50,2.525
L1,L1_V009,2009,4.265,0.603751465,0.503552494,51,2.575
L1,L1_V009,2009,4.265,0.615474795,0.503552494,52,2.625
L1,L1_V009,2009,4.265,0.627198124,0.488293327,53,2.675
L1,L1_V009,2009,4.265,0.638921454,0.473034161,54,2.725
L1,L1_V009,2009,4.265,0.650644783,0.457774994,55,2.775
L1,L1_V009,2009,4.265,0.662368113,0.442515828,56,2.825
L1,L1_V009,2009,4.265,0.674091442,0.427256661,57,2.875
L1,L1_V009,2009,4.265,0.685814771,0.411997495,58,2.925
L1,L1_V009,2009,4.265,0.697538101,0.396738328,59,2.975
L1,L1_V009,2009,4.265,0.70926143,0.381479162,60,3.025
L1,L1_V009,2009,4.265,0.72098476,0.366219995,61,3.075
L1,L1_V009,2009,4.265,0.732708089,0.350960829,62,3.125
L1,L1_V009,2009,4.265,0.744431419,0.335701662,63,3.175
L1,L1_V009,2009,4.265,0.756154748,0.320442496,64,3.225
L1,L1_V009,2009,4.265,0.767878077,0.305183329,65,3.275
L1,L1_V009,2009,4.265,0.779601407,0.289924163,66,3.325
L1,L1_V009,2009,4.265,0.791324736,0.274664996,67,3.375
L1,L1_V009,2009,4.265,0.803048066,0.25940583,68,3.425
L1,L1_V009,2009,4.265,0.814771395,0.244146664,69,3.475
L1,L1_V009,2009,4.265,0.826494725,0.228887497,70,3.525
L1,L1_V009,2009,4.265,0.838218054,0.213628331,71,3.575
L1,L1_V009,2009,4.265,0.849941383,0.198369164,72,3.625
L1,L1_V009,2009,4.265,0.861664713,0.183109998,73,3.675
L1,L1_V009,2009,4.265,0.873388042,0.167850831,74,3.725
L1,L1_V009,2009,4.265,0.885111372,0.152591665,75,3.775
L1,L1_V009,2009,4.265,0.896834701,0.137332498,76,3.825
L1,L1_V009,2009,4.265,0.90855803,0.122073332,77,3.875
L1,L1_V009,2009,4.265,0.92028136,0.106814165,78,3.925
L1,L1_V009,2009,4.265,0.932004689,0.091554999,79,3.975
L1,L1_V009,2009,4.265,0.943728019,0.076295832,80,4.025
L1,L1_V009,2009,4.265,0.955451348,0.061036666,81,4.075
L1,L1_V009,2009,4.265,0.967174678,0.045777499,82,4.125
L1,L1_V009,2009,4.265,0.978898007,0.030518333,83,4.175
L1,L1_V009,2009,4.265,0.990621336,0.015259166,84,4.225
L1,L1_V30_01,2081,1.85,0.013513514,0.469849836,0,0.025
L1,L1_V30_01,2081,1.85,0.040540541,0.485006282,1,0.075
L1,L1_V30_01,2081,1.85,0.067567568,0.500162728,2,0.125
L1,L1_V30_01,2081,1.85,0.094594595,0.515319175,3,0.175
L1,L1_V30_01,2081,1.85,0.121621622,0.500162728,4,0.225
L1,L1_V30_01,2081,1.85,0.148648649,0.485006282,5,0.275
L1,L1_V30_01,2081,1.85,0.175675676,0.469849836,6,0.325
L1,L1_V30_01,2081,1.85,0.202702703,0.454693389,7,0.375
L1,L1_V30_01,2081,1.85,0.22972973,0.439536943,8,0.425
L1,L1_V30_01,2081,1.85,0.256756757,0.424380497,9,0.475
L1,L1_V30_01,2081,1.85,0.283783784,0.40922405,10,0.525
L1,L1_V30_01,2081,1.85,0.310810811,0.394067604,11,0.575
L1,L1_V30_01,2081,1.85,0.337837838,0.378911158,12,0.625
L1,L1_V30_01,2081,1.85,0.364864865,0.363754711,13,0.675
L1,L1_V30_01,2081,1.85,0.391891892,0.348598265,14,0.725
L1,L1_V30_01,2081,1.85,0.418918919,0.333441819,15,0.775
L1,L1_V30_01,2081,1.85,0.445945946,0.318285372,16,0.825
L1,L1_V30_01,2081,1.85,0.472972973,0.303128926,17,0.875
L1,L1_V30_01,2081,1.85,0.5,0.28797248,18,0.925
L1,L1_V30_01,2081,1.85,0.527027027,0.272816034,19,0.975
L1,L1_V30_01,2081,1.85,0.554054054,0.257659587,20,1.025
L1,L1_V30_01,2081,1.85,0.581081081,0.242503141,21,1.075
L1,L1_V30_01,2081,1.85,0.608108108,0.227346695,22,1.125
L1,L1_V30_01,2081,1.85,0.635135135,0.212190248,23,1.175
L1,L1_V30_01,2081,1.85,0.662162162,0.197033802,24,1.225
L1,L1_V30_01,2081,1.85,0.689189189,0.181877356,25,1.275
L1,L1_V30_01,2081,1.85,0.716216216,0.166720909,26,1.325
L1,L1_V30_01,2081,1.85,0.743243243,0.151564463,27,1.375
L1,L1_V30_01,2081,1.85,0.77027027,0.136408017,28,1.425
L1,L1_V30_01,2081,1.85,0.797297297,0.12125157,29,1.475
L1,L1_V30_01,2081,1.85,0.824324324,0.106095124,30,1.525
L1,L1_V30_01,2081,1.85,0.851351351,0.090938678,31,1.575
L1,L1_V30_01,2081,1.85,0.878378378,0.075782232,32,1.625
L1,L1_V30_01,2081,1.85,0.905405405,0.060625785,33,1.675
L1,L1_V30_01,2081,1.85,0.932432432,0.045469339,34,1.725
L1,L1_V30_01,2081,1.85,0.959459459,0.030312893,35,1.775
L1,L1_V30_01,2081,1.85,0.986486486,0.015156446,36,1.825
L1,L1_V40_02,2098,4.635,0.005393743,0.454693477,0,0.025
L1,L1_V40_02,2098,4.635,0.01618123,0.454693477,1,0.075
L1,L1_V40_02,2098,4.635,0.026968716,0.454693477,2,0.125
L1,L1_V40_02,2098,4.635,0.037756203,0.454693477,3,0.175
L1,L1_V40_02,2098,4.635,0.048543689,0.454693477,4,0.225
L1,L1_V40_02,2098,4.635,0.059331176,0.454693477,5,0.275
L1,L1_V40_02,2098,4.635,0.070118662,0.454693477,6,0.325
L1,L1_V40_02,2098,4.635,0.080906149,0.454693477,7,0.375
L1,L1_V40_02,2098,4.635,0.091693635,0.454693477,8,0.425
L1,L1_V40_02,2098,4.635,0.102481122,0.454693477,9,0.475
L1,L1_V40_02,2098,4.635,0.113268608,0.454693477,10,0.525
L1,L1_V40_02,2098,4.635,0.124056095,0.454693477,11,0.575
L1,L1_V40_02,2098,4.635,0.134843581,0.454693477,12,0.625
L1,L1_V40_02,2098,4.635,0.145631068,0.454693477,13,0.675
L1,L1_V40_02,2098,4.635,0.156418554,0.454693477,14,0.725
L1,L1_V40_02,2098,4.635,0.167206041,0.454693477,15,0.775
L1,L1_V40_02,2098,4.635,0.177993528,0.454693477,16,0.825
L1,L1_V40_02,2098,4.635,0.188781014,0.454693477,17,0.875
L1,L1_V40_02,2098,4.635,0.199568501,0.454693477,18,0.925
L1,L1_V40_02,2098,4.635,0.210355987,0.454693477,19,0.975
L1,L1_V40_02,2098,4.635,0.221143474,0.454693477,20,1.025
L1,L1_V40_02,2098,4.635,0.23193096,0.454693477,21,1.075
L1,L1_V40_02,2098,4.635,0.242718447,0.454693477,22,1.125
L1,L1_V40_02,2098,4.635,0.253505933,0.454693477,23,1.175
L1,L1_V40_02,2098,4.635,0.26429342,0.454693477,24,1.225
L1,L1_V40_02,2098,4.635,0.275080906,0.454693477,25,1.275
L1,L1_V40_02,2098,4.635,0.285868393,0.454693477,26,1.325
L1,L1_V40_02,2098,4.635,0.296655879,0.454693477,27,1.375
L1,L1_V40_02,2098,4.635,0.307443366,0.454693477,28,1.425
L1,L1_V40_02,2098,4.635,0.318230852,0.454693477,29,1.475
L1,L1_V40_02,2098,4.635,0.329018339,0.454693477,30,1.525
L1,L1_V40_02,2098,4.635,0.339805825,0.469849926,31,1.575
L1,L1_V40_02,2098,4.635,0.350593312,0.485006375,32,1.625
L1,L1_V40_02,2098,4.635,0.361380798,0.500162824,33,1.675
L1,L1_V40_02,2098,4.635,0.372168285,0.515319274,34,1.725
L1,L1_V40_02,2098,4.635,0.382955771,0.515319274,35,1.775
L1,L1_V40_02,2098,4.635,0.393743258,0.515319274,36,1.825
L1,L1_V40_02,2098,4.635,0.404530744,0.515319274,37,1.875
L1,L1_V40_02,2098,4.635,0.415318231,0.515319274,38,1.925
L1,L1_V40_02,2098,4.635,0.426105717,0.515319274,39,1.975
L1,L1_V40_02,2098,4.635,0.436893204,0.515319274,40,2.025
L1,L1_V40_02,2098,4.635,0.44768069,0.515319274,41,2.075
L1,L1_V40_02,2098,4.635,0.458468177,0.515319274,42,2.125
L1,L1_V40_02,2098,4.635,0.469255663,0.515319274,43,2.175
L1,L1_V40_02,2098,4.635,0.48004315,0.515319274,44,2.225
L1,L1_V40_02,2098,4.635,0.490830636,0.515319274,45,2.275
L1,L1_V40_02,2098,4.635,0.501618123,0.515319274,46,2.325
L1,L1_V40_02,2098,4.635,0.512405609,0.515319274,47,2.375
L1,L1_V40_02,2098,4.635,0.523193096,0.515319274,48,2.425
L1,L1_V40_02,2098,4.635,0.533980583,0.515319274,49,2.475
L1,L1_V40_02,2098,4.635,0.544768069,0.515319274,50,2.525
L1,L1_V40_02,2098,4.635,0.555555556,0.515319274,51,2.575
L1,L1_V40_02,2098,4.635,0.566343042,0.515319274,52,2.625
L1,L1_V40_02,2098,4.635,0.577130529,0.515319274,53,2.675
L1,L1_V40_02,2098,4.635,0.587918015,0.515319274,54,2.725
L1,L1_V40_02,2098,4.635,0.598705502,0.515319274,55,2.775
L1,L1_V40_02,2098,4.635,0.609492988,0.515319274,56,2.825
L1,L1_V40_02,2098,4.635,0.620280475,0.515319274,57,2.875
L1,L1_V40_02,2098,4.635,0.631067961,0.515319274,58,2.925
L1,L1_V40_02,2098,4.635,0.641855448,0.515319274,59,2.975
L1,L1_V40_02,2098,4.635,0.652642934,0.515319274,60,3.025
L1,L1_V40_02,2098,4.635,0.663430421,0.515319274,61,3.075
L1,L1_V40_02,2098,4.635,0.674217907,0.515319274,62,3.125
L1,L1_V40_02,2098,4.635,0.685005394,0.515319274,63,3.175
L1,L1_V40_02,2098,4.635,0.69579288,0.515319274,64,3.225
L1,L1_V40_02,2098,4.635,0.706580367,0.515319274,65,3.275
L1,L1_V40_02,2098,4.635,0.717367853,0.515319274,66,3.325
L1,L1_V40_02,2098,4.635,0.72815534,0.515319274,67,3.375
L1,L1_V40_02,2098,4.635,0.738942826,0.515319274,68,3.425
L1,L1_V40_02,2098,4.635,0.749730313,0.515319274,69,3.475
L1,L1_V40_02,2098,4.635,0.760517799,0.515319274,70,3.525
L1,L1_V40_02,2098,4.635,0.771305286,0.515319274,71,3.575
L1,L1_V40_02,2098,4.635,0.782092772,0.515319274,72,3.625
L1,L1_V40_02,2098,4.635,0.792880259,0.515319274,73,3.675
L1,L1_V40_02,2098,4.635,0.803667745,0.515319274,74,3.725
L1,L1_V40_02,2098,4.635,0.814455232,0.515319274,75,3.775
L1,L1_V40_02,2098,4.635,0.825242718,0.515319274,76,3.825
L1,L1_V40_02,2098,4.635,0.836030205,0.515319274,77,3.875
L1,L1_V40_02,2098,4.635,0.846817691,0.515319274,78,3.925
L1,L1_V40_02,2098,4.635,0.857605178,0.515319274,79,3.975
L1,L1_V40_02,2098,4.635,0.868392665,0.515319274,80,4.025
L1,L1_V40_02,2098,4.635,0.879180151,0.515319274,81,4.075
L1,L1_V40_02,2098,4.635,0.889967638,0.515319274,82,4.125
L1,L1_V40_02,2098,4.635,0.900755124,0.515319274,83,4.175
L1,L1_V40_02,2098,4.635,0.911542611,0.515319274,84,4.225
L1,L1_V40_02,2098,4.635,0.922330097,0.515319274,85,4.275
L1,L1_V40_02,2098,4.635,0.933117584,0.515319274,86,4.325
L1,L1_V40_02,2098,4.635,0.94390507,0.515319274,87,4.375
L1,L1_V40_02,2098,4.635,0.954692557,0.515319274,88,4.425
L1,L1_V40_02,2098,4.635,0.965480043,0.515319274,89,4.475
L1,L1_V40_02,2098,4.635,0.97626753,0.515319274,90,4.525
L1,L1_V40_02,2098,4.635,0.987055016,0.515319274,91,4.575
L1,L1_V40_02,2098,4.635,0.997842503,0.515319274,92,4.625
L1,L1_V010,2010,4.635,0.01618123,0.01515645,1,0.075
L1,L1_V010,2010,4.635,0.026968716,0.030312899,2,0.125
L1,L1_V010,2010,4.635,0.037756203,0.045469349,3,0.175
L1,L1_V010,2010,4.635,0.048543689,0.060625798,4,0.225
L1,L1_V010,2010,4.635,0.059331176,0.075782248,5,0.275
L1,L1_V010,2010,4.635,0.070118662,0.090938697,6,0.325
L1,L1_V010,2010,4.635,0.080906149,0.106095147,7,0.375
L1,L1_V010,2010,4.635,0.091693635,0.121251596,8,0.425
L1,L1_V010,2010,4.635,0.102481122,0.136408046,9,0.475
L1,L1_V010,2010,4.635,0.113268608,0.151564495,10,0.525
L1,L1_V010,2010,4.635,0.124056095,0.166720945,11,0.575
L1,L1_V010,2010,4.635,0.134843581,0.181877394,12,0.625
L1,L1_V010,2010,4.635,0.145631068,0.197033844,13,0.675
L1,L1_V010,2010,4.635,0.156418554,0.212190293,14,0.725
L1,L1_V010,2010,4.635,0.167206041,0.227346743,15,0.775
L1,L1_V010,2010,4.635,0.177993528,0.242503192,16,0.825
L1,L1_V010,2010,4.635,0.188781014,0.257659642,17,0.875
L1,L1_V010,2010,4.635,0.199568501,0.272816092,18,0.925
L1,L1_V010,2010,4.635,0.210355987,0.287972541,19,0.975
L1,L1_V010,2010,4.635,0.221143474,0.303128991,20,1.025
L1,L1_V010,2010,4.635,0.23193096,0.31828544,21,1.075
L1,L1_V010,2010,4.635,0.242718447,0.33344189,22,1.125
L1,L1_V010,2010,4.635,0.253505933,0.348598339,23,1.175
L1,L1_V010,2010,4.635,0.26429342,0.363754789,24,1.225
L1,L1_V010,2010,4.635,0.275080906,0.378911238,25,1.275
L1,L1_V010,2010,4.635,0.285868393,0.394067688,26,1.325
L1,L1_V010,2010,4.635,0.296655879,0.409224137,27,1.375
L1,L1_V010,2010,4.635,0.307443366,0.424380587,28,1.425
L1,L1_V010,2010,4.635,0.318230852,0.439537036,29,1.475
L1,L1_V010,2010,4.635,0.329018339,0.454693486,30,1.525
L1,L1_V010,2010,4.635,0.339805825,0.469849935,31,1.575
L1,L1_V010,2010,4.635,0.350593312,0.485006385,32,1.625
L1,L1_V010,2010,4.635,0.361380798,0.500162835,33,1.675
L1,L1_V010,2010,4.635,0.372168285,0.500162835,34,1.725
L1,L1_V010,2010,4.635,0.382955771,0.500162835,35,1.775
L1,L1_V010,2010,4.635,0.393743258,0.500162835,36,1.825
L1,L1_V010,2010,4.635,0.404530744,0.500162835,37,1.875
L1,L1_V010,2010,4.635,0.415318231,0.500162835,38,1.925
L1,L1_V010,2010,4.635,0.426105717,0.500162835,39,1.975
L1,L1_V010,2010,4.635,0.436893204,0.500162835,40,2.025
L1,L1_V010,2010,4.635,0.44768069,0.500162835,41,2.075
L1,L1_V010,2010,4.635,0.458468177,0.500162835,42,2.125
L1,L1_V010,2010,4.635,0.469255663,0.500162835,43,2.175
L1,L1_V010,2010,4.635,0.48004315,0.500162835,44,2.225
L1,L1_V010,2010,4.635,0.490830636,0.500162835,45,2.275
L1,L1_V010,2010,4.635,0.501618123,0.500162835,46,2.325
L1,L1_V010,2010,4.635,0.512405609,0.500162835,47,2.375
L1,L1_V010,2010,4.635,0.523193096,0.500162835,48,2.425
L1,L1_V010,2010,4.635,0.533980583,0.500162835,49,2.475
L1,L1_V010,2010,4.635,0.544768069,0.500162835,50,2.525
L1,L1_V010,2010,4.635,0.555555556,0.500162835,51,2.575
L1,L1_V010,2010,4.635,0.566343042,0.500162835,52,2.625
L1,L1_V010,2010,4.635,0.577130529,0.500162835,53,2.675
L1,L1_V010,2010,4.635,0.587918015,0.500162835,54,2.725
L1,L1_V010,2010,4.635,0.598705502,0.500162835,55,2.775
L1,L1_V010,2010,4.635,0.609492988,0.500162835,56,2.825
L1,L1_V010,2010,4.635,0.620280475,0.500162835,57,2.875
L1,L1_V010,2010,4.635,0.631067961,0.500162835,58,2.925
L1,L1_V010,2010,4.635,0.641855448,0.500162835,59,2.975
L1,L1_V010,2010,4.635,0.652642934,0.500162835,60,3.025
L1,L1_V010,2010,4.635,0.663430421,0.500162835,61,3.075
